Title,Date,Rating,Review,City,State,Categories
Holy Mozzarella,2025-03-27 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Jerusalem,JM,"Pizza, Food, Family Friendly"
Holy Mozzarella,2024-11-15 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Jerusalem,JM,"Pizza, Food, Takeout"
Sababa Pizza,2023-07-03 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Jerusalem,JM,"Late Night, Pizza, Food"
Sababa Pizza,2024-06-15 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Jerusalem,JM,"Pizza, Restaurants, Fast Food"
Sababa Pizza,2022-12-26 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Jerusalem,JM,"Pizza, Food, Takeout"
Pizza Tel,2025-02-18 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Jerusalem,JM,"Italian, Pizza, Dining"
Pizza Tel,2022-11-20 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Jerusalem,JM,"Pizza, Food, Takeout"
Pizza Tel,2025-03-01 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Jerusalem,JM,"Pizza, Food, Takeout"
JeruPie,2024-07-13 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Jerusalem,JM,"Pizza, Food, Takeout"
JeruPie,2024-02-24 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Jerusalem,JM,"Italian, Pizza, Dining"
JeruPie,2022-12-26 09:43:35,2.0,Not great. The pizza was cold when it arrived.,Jerusalem,JM,"Late Night, Pizza, Food"
Crust & Flame,2023-03-31 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Jerusalem,JM,"Italian, Pizza, Dining"
Crust & Flame,2024-07-15 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Jerusalem,JM,"Pizza, Restaurants, Fast Food"
Crust & Flame,2023-10-24 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Jerusalem,JM,"Pizza, Restaurants, Fast Food"
Haifa Heat,2023-08-19 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Jerusalem,JM,"Pizza, Food, Family Friendly"
Haifa Heat,2024-05-08 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Jerusalem,JM,"Pizza, Food, Takeout"
Haifa Heat,2024-03-05 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Jerusalem,JM,"Late Night, Pizza, Food"
Negev Pies,2023-07-30 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Jerusalem,JM,"Pizza, Food, Family Friendly"
Negev Pies,2024-01-22 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Jerusalem,JM,"Late Night, Pizza, Food"
Negev Pies,2024-04-14 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Jerusalem,JM,"Pizza, Restaurants, Fast Food"
Red Sea Pizza,2024-04-18 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Jerusalem,JM,"Late Night, Pizza, Food"
Red Sea Pizza,2022-10-14 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Jerusalem,JM,"Pizza, Restaurants, Fast Food"
Red Sea Pizza,2024-10-12 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Jerusalem,JM,"Late Night, Pizza, Food"
Zion Za,2022-10-28 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Jerusalem,JM,"Pizza, Food, Takeout"
Zion Za,2024-08-19 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Jerusalem,JM,"Late Night, Pizza, Food"
Zion Za,2023-10-25 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Jerusalem,JM,"Pizza, Food, Family Friendly"
Slice It Up,2024-01-22 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Haifa,HF,"Late Night, Pizza, Food"
Slice It Up,2025-05-07 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Haifa,HF,"Late Night, Pizza, Food"
Slice It Up,2024-09-14 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Haifa,HF,"Pizza, Restaurants, Fast Food"
Holy Mozzarella,2025-04-24 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Haifa,HF,"Italian, Pizza, Dining"
Holy Mozzarella,2024-01-21 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Haifa,HF,"Pizza, Food, Family Friendly"
Holy Mozzarella,2024-01-13 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Haifa,HF,"Italian, Pizza, Dining"
Sababa Pizza,2023-01-22 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Haifa,HF,"Pizza, Restaurants, Fast Food"
Sababa Pizza,2025-03-24 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Haifa,HF,"Pizza, Food, Family Friendly"
Sababa Pizza,2025-04-23 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Haifa,HF,"Italian, Pizza, Dining"
Pizza Tel,2023-05-27 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Haifa,HF,"Italian, Pizza, Dining"
Pizza Tel,2025-04-01 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Haifa,HF,"Pizza, Restaurants, Fast Food"
Pizza Tel,2023-04-09 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Haifa,HF,"Italian, Pizza, Dining"
JeruPie,2023-04-22 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Haifa,HF,"Late Night, Pizza, Food"
JeruPie,2025-03-05 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Haifa,HF,"Pizza, Food, Family Friendly"
JeruPie,2025-04-20 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Haifa,HF,"Pizza, Food, Takeout"
Crust & Flame,2024-10-15 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Haifa,HF,"Pizza, Food, Family Friendly"
Crust & Flame,2025-04-20 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Haifa,HF,"Pizza, Food, Family Friendly"
Crust & Flame,2024-06-18 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Haifa,HF,"Italian, Pizza, Dining"
Haifa Heat,2023-02-16 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Haifa,HF,"Pizza, Food, Takeout"
Haifa Heat,2023-02-23 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Haifa,HF,"Late Night, Pizza, Food"
Haifa Heat,2023-07-30 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Haifa,HF,"Pizza, Food, Takeout"
Negev Pies,2023-12-13 09:43:35,2.0,Not great. The pizza was cold when it arrived.,Haifa,HF,"Pizza, Restaurants, Fast Food"
Negev Pies,2022-10-10 09:43:35,2.0,Not great. The pizza was cold when it arrived.,Haifa,HF,"Pizza, Restaurants, Fast Food"
Negev Pies,2025-02-09 09:43:35,2.0,Not great. The pizza was cold when it arrived.,Haifa,HF,"Pizza, Food, Takeout"
Red Sea Pizza,2024-12-01 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Haifa,HF,"Pizza, Food, Family Friendly"
Red Sea Pizza,2025-02-23 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Haifa,HF,"Pizza, Food, Takeout"
Red Sea Pizza,2024-02-29 09:43:35,2.0,Not great. The pizza was cold when it arrived.,Haifa,HF,"Pizza, Restaurants, Fast Food"
Zion Za,2024-09-11 09:43:35,2.0,Not great. The pizza was cold when it arrived.,Haifa,HF,"Late Night, Pizza, Food"
Zion Za,2025-03-14 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Haifa,HF,"Pizza, Restaurants, Fast Food"
Zion Za,2025-01-17 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Haifa,HF,"Pizza, Food, Family Friendly"
Slice It Up,2023-02-14 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Beer Sheva,BS,"Pizza, Food, Family Friendly"
Slice It Up,2023-05-24 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Beer Sheva,BS,"Pizza, Restaurants, Fast Food"
Slice It Up,2023-07-03 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Beer Sheva,BS,"Italian, Pizza, Dining"
Holy Mozzarella,2025-01-23 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Beer Sheva,BS,"Pizza, Restaurants, Fast Food"
Holy Mozzarella,2023-07-02 09:43:35,2.0,Not great. The pizza was cold when it arrived.,Beer Sheva,BS,"Pizza, Restaurants, Fast Food"
Holy Mozzarella,2024-12-05 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Beer Sheva,BS,"Pizza, Food, Takeout"
Sababa Pizza,2022-11-24 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Beer Sheva,BS,"Pizza, Food, Takeout"
Sababa Pizza,2023-03-05 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Beer Sheva,BS,"Pizza, Restaurants, Fast Food"
Sababa Pizza,2024-04-10 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Beer Sheva,BS,"Late Night, Pizza, Food"
Pizza Tel,2024-01-04 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Beer Sheva,BS,"Late Night, Pizza, Food"
Pizza Tel,2024-12-06 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Beer Sheva,BS,"Pizza, Food, Takeout"
Pizza Tel,2023-11-06 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Beer Sheva,BS,"Late Night, Pizza, Food"
JeruPie,2025-01-11 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Beer Sheva,BS,"Pizza, Food, Family Friendly"
JeruPie,2023-05-13 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Beer Sheva,BS,"Pizza, Restaurants, Fast Food"
JeruPie,2023-07-05 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Beer Sheva,BS,"Pizza, Food, Family Friendly"
Crust & Flame,2023-11-04 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Beer Sheva,BS,"Pizza, Food, Family Friendly"
Crust & Flame,2025-04-30 09:43:35,2.0,Not great. The pizza was cold when it arrived.,Beer Sheva,BS,"Pizza, Food, Takeout"
Crust & Flame,2023-06-24 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Beer Sheva,BS,"Pizza, Food, Takeout"
Haifa Heat,2024-01-28 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Beer Sheva,BS,"Pizza, Restaurants, Fast Food"
Haifa Heat,2023-06-19 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Beer Sheva,BS,"Pizza, Food, Family Friendly"
Haifa Heat,2023-12-21 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Beer Sheva,BS,"Pizza, Food, Family Friendly"
Negev Pies,2024-04-27 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Beer Sheva,BS,"Pizza, Restaurants, Fast Food"
Negev Pies,2024-10-01 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Beer Sheva,BS,"Italian, Pizza, Dining"
Negev Pies,2024-05-04 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Beer Sheva,BS,"Late Night, Pizza, Food"
Red Sea Pizza,2023-08-20 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Beer Sheva,BS,"Pizza, Food, Family Friendly"
Red Sea Pizza,2023-10-03 09:43:35,2.0,Not great. The pizza was cold when it arrived.,Beer Sheva,BS,"Late Night, Pizza, Food"
Red Sea Pizza,2022-10-14 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Beer Sheva,BS,"Pizza, Food, Family Friendly"
Zion Za,2024-12-13 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Beer Sheva,BS,"Pizza, Food, Family Friendly"
Zion Za,2023-03-15 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Beer Sheva,BS,"Late Night, Pizza, Food"
Zion Za,2024-03-28 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Beer Sheva,BS,"Italian, Pizza, Dining"
Slice It Up,2024-08-05 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Eilat,EL,"Late Night, Pizza, Food"
Slice It Up,2024-01-12 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Eilat,EL,"Pizza, Restaurants, Fast Food"
Slice It Up,2022-10-11 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Eilat,EL,"Pizza, Food, Family Friendly"
Holy Mozzarella,2023-01-14 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Eilat,EL,"Pizza, Food, Takeout"
Holy Mozzarella,2022-10-16 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Eilat,EL,"Late Night, Pizza, Food"
Holy Mozzarella,2024-12-30 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Eilat,EL,"Pizza, Food, Family Friendly"
Sababa Pizza,2024-07-14 09:43:35,2.0,Not great. The pizza was cold when it arrived.,Eilat,EL,"Italian, Pizza, Dining"
Sababa Pizza,2023-08-29 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Eilat,EL,"Late Night, Pizza, Food"
Sababa Pizza,2024-06-21 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Eilat,EL,"Pizza, Food, Family Friendly"
Pizza Tel,2024-10-12 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Eilat,EL,"Pizza, Food, Takeout"
Pizza Tel,2024-05-20 09:43:35,2.0,Not great. The pizza was cold when it arrived.,Eilat,EL,"Pizza, Food, Takeout"
Pizza Tel,2024-05-31 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Eilat,EL,"Italian, Pizza, Dining"
JeruPie,2023-02-19 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Eilat,EL,"Pizza, Restaurants, Fast Food"
JeruPie,2023-02-24 09:43:35,2.0,Not great. The pizza was cold when it arrived.,Eilat,EL,"Pizza, Food, Family Friendly"
JeruPie,2024-03-05 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Eilat,EL,"Pizza, Food, Takeout"
Crust & Flame,2022-12-07 09:43:35,2.0,Not great. The pizza was cold when it arrived.,Eilat,EL,"Pizza, Food, Family Friendly"
Crust & Flame,2024-10-26 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Eilat,EL,"Italian, Pizza, Dining"
Crust & Flame,2024-06-22 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Eilat,EL,"Late Night, Pizza, Food"
Haifa Heat,2023-12-08 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Eilat,EL,"Pizza, Restaurants, Fast Food"
Haifa Heat,2024-09-23 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Eilat,EL,"Pizza, Food, Takeout"
Haifa Heat,2024-06-24 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Eilat,EL,"Pizza, Food, Takeout"
Negev Pies,2022-10-20 09:43:35,4.0,"Pretty good overall, though the sauce could use more flavor.",Eilat,EL,"Pizza, Food, Takeout"
Negev Pies,2025-04-29 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Eilat,EL,"Pizza, Food, Family Friendly"
Negev Pies,2024-11-30 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Eilat,EL,"Late Night, Pizza, Food"
Red Sea Pizza,2024-11-05 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Eilat,EL,"Pizza, Food, Takeout"
Red Sea Pizza,2022-09-29 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Eilat,EL,"Pizza, Food, Takeout"
Red Sea Pizza,2023-09-12 09:43:35,5.0,Absolutely loved it! The crust was perfect and the toppings were fresh.,Eilat,EL,"Italian, Pizza, Dining"
Zion Za,2022-11-07 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Eilat,EL,"Pizza, Food, Takeout"
Zion Za,2022-09-05 09:43:35,3.0,"It was okay, nothing special. The service was a bit slow.",Eilat,EL,"Late Night, Pizza, Food"
Zion Za,2023-01-07 09:43:35,1.0,Terrible experience. The pizza was burnt and staff were rude.,Eilat,EL,"Late Night, Pizza, Food"
